num_doc,wiki_text,viki_text
1124,"Battlegrounds is one of the best-selling and most-played video games of all time, selling over fifty million copies worldwide by June 2018, with over 400 million players in total when including the mobile version.","As of June 2018, it is one of the best-selling games of all time, with nearly 50 million sales on all platforms."
1124,"Battlegrounds received positive reviews from critics, who found that while the game had some technical flaws, it presented new types of gameplay that could be easily approached by players of any skill level and was highly replayable.","PUBG has received a number of positive reviews from critics both during its first access and final release; Critics have found that when the game is not fully finished and there are some technical glitches, PUBG introduces a new type of gameplay that can be played by players of any skill and is a game worthy of replay."
1124,"Battlegrounds was first released for Microsoft Windows via Steam's early access beta program in March 2017, with a full release in December 2017.","The game was released for Microsoft Windows in March 2016 through Steam's advance access beta program, and was fully released on December 20, 2017."
1124,"In the game, up to one hundred players parachute onto an island and scavenge for weapons and equipment to kill others while avoiding getting killed themselves.","In the game, a hundred players have to parachute on an island and fight among themselves with different weapons to survive."
1124,"PUBG Corporation has run several small tournaments and introduced in-game tools to help with broadcasting the game to spectators, as they wish for it to become a popular esport.","PUBG Corporation has organized a number of small competitions and introduced in-game equipment to help viewers broadcast the game, so that they would like to become a popular sport."
1124,"Separate events were held for solo players, two-player teams, two-player teams fixed to first-person perspective, and four-player squads.",Players can also play from a first person or third person perspective.
1124,"The available safe area of the game's map decreases in size over time, directing surviving players into tighter areas to force encounters.","The size of the safe zone on the map tends to get smaller over time, allowing players to meet and fight each other."
1124,"The game also received several Game of the Year nominations, among other accolades.","Among other accolades, the game has received several Game of the Year nominations, and Green has been considered by Royal War Games as the defining game in the world."
1124,"The game is based on previous mods that were created by Brendan ""PlayerUnknown"" Greene for other games, inspired by the 2000 Japanese film Battle Royale, and expanded into a standalone game under Greene's creative direction.","The game is based on previous modes created by Brendon ""Player Unknown"" Green, inspired by Battle Royale to use other games, and expanded to a separate game under Brendon Green."
1124,"The game was also released by Microsoft Studios for the Xbox One via its Xbox Game Preview program that same month, and officially released in September 2018.","That same month, the game was released by Microsoft Studios for Xbox One under its Xbox Game Preview program."
1124,The last player or team standing wins the round.,The one who fights among himself as the last man standing is the winner.
1124,"The plane's flight path across the map varies with each round, requiring players to quickly determine the best time to eject and parachute to the ground.","The flight path of the plane is at different places on the map depending on the match, players need to land on the ground by parachute in a quick and accurate place."
1125,"The Bahamas (), known officially as the Commonwealth of The Bahamas, is a country within the Lucayan Archipelago, in the West Indies.","The Bahamas The Bahamas, or Commonwealth of The Bahamas is an independent, English-speaking country in the Caribbean."
1125,"The Bahamas consists of a chain of islands spread out over some 500 miles in the Atlantic Ocean, located to the east of Florida in the United States, north of Cuba and Hispaniola and west of the British Overseas Territory of the Turks and Caicos Islands (with which it forms the Lucayan archipelago).","The Bahamas consist of an archipelago of 700 islands and cays 2000 (or keys = sand/coral plates), which is located in the Atlantic Ocean, East of the State of Florida, North of Cuba and Haiti, and West of the British Turks and Caicos Islands."
1125,The largest island is Andros.,The largest island is Andros on about 180 kilometers southeast of Florida.
1125,"and Grand Bahama, home to the second largest city of Freeport.",To the North is Grand Bahama with the second-largest city: Freeport.
1127,"She was born in Warsaw, in what was then the Kingdom of Poland, part of the Russian Empire.",She was born in Warsaw.
1128,"*Heidi, a 1937 motion picture which starred Shirley Temple in the title role.","In the United States, Shirley Temple was the first to play Heidi in the movies."
1128,About 25 film or television productions of the original story have been made.,The story has been adapted to movies and television programs many times.
1128,Clara's paternal grandmother comes to visit the children and becomes a friend to Heidi.,"Later, Clara visits Heidi in the Alps."
1128,"Heidi (; ) is a work of children's fiction published in 1881 by Swiss author Johanna Spyri, originally published in two parts as Heidi:",Heidi is a novel written by Johanna Spyri in 1880.
1128,It is a novel about the events in the life of a young girl in her paternal grandfather's care in the Swiss Alps.,"The story is about a young orphan girl who grows up in the Alps in Switzerland, tending goats with her grandfather."
1128,"Soon, Heidi becomes terribly homesick and grows alarmingly pale and thin. Her one diversion is learning to read and write, motivated by her desire to go home and read to Peter's blind grandmother.","Heidi becomes homesick, and a kind doctor says that she must return to her grandfather."
